IdSensore;NomeTipoSensore;UnitaMisura;Idstazione;NomeStazione;Quota;Provincia;Comune;DataStart;location
6366;Ossidi di Azoto;µg/m³;528;Milano Verziere;116;MI;Milano;24/11/1988;(45.463346740666545, 9.195324807668857)
6248;Ossidi di Azoto;µg/m³;574;Lecco v. Amendola;214;LC;Lecco;01/01/1991;(45.850191194578535, 9.395577066893223)
5532;Biossido di Azoto;µg/m³;529;Cinisello Balsamo v.Lincoln;149;MI;Cinisello Balsamo;24/11/1988;(45.55232578741208, 9.227764233272634)
10129;Ossidi di Azoto;µg/m³;700;Melara v. dell'Artigianato;12;RO;Melara;29/11/2006;(45.063214361613305, 11.20921074969938)
12694;Benzo(a)pirene;ng/m³;560;Varese v.Copelli;383;VA;Varese;02/04/2008;(45.816973233263674, 8.820240707158211)
20496;PM10 (SM2005);µg/m³;1801;Brescia v.Tartaglia;151;BS;Brescia;;(45.542647891822845, 10.211205215118259)
6320;Ossidi di Azoto;µg/m³;539;Milano v.Liguria;115;MI;Milano;24/10/1991;(45.443857653564926, 9.167944501742676)
6686;Biossido di Zolfo;µg/m³;642;Pavia v. Folperti;77;PV;Pavia;01/06/2002;(45.19467609907785, 9.164638300630086)
12016;Ossidi di Azoto;µg/m³;1297;Spinadesco v.Battisti;48;CR;Spinadesco;08/02/2011;(45.150468869856816, 9.930596472272326)
10483;PM10 (SM2005);µg/m³;1265;Lodi S.Alberto;76;LO;Lodi;03/08/2009;(45.302783503095775, 9.495273696926324)
30160;Biossido di Azoto;µg/m³;655;Darfo Boario Terme v. De Amicis;221;BS;Darfo Boario Terme;13/12/2013;(45.87460210989037, 10.17735680898138)
5601;Biossido di Azoto;µg/m³;598;San Rocco al Porto v.Matteotti;50;LO;San Rocco al Porto;24/01/2002;(45.081986696978625, 9.70078817718398)
10077;PM10 (SM2005);µg/m³;694;Salionze v. Campagna Rossa;109;VR;Salionze;29/11/2006;(45.40331375821289, 10.72659797077939)
5567;Biossido di Azoto;µg/m³;564;Erba v. Battisti;279;CO;Erba;13/06/2009;(45.808573806922965, 9.221779204488435)
6582;Ozono;µg/m³;561;Como v.Cattaneo;202;CO;Como;17/02/1991;(45.81504286011291, 9.06697137484454)
10491;PM10 (SM2005);µg/m³;681;Moggio Loc. Penscei;1194;LC;Moggio;31/03/2009;(45.91278752030292, 9.497538167653424)
6959;PM10 (SM2005);µg/m³;565;Cantù v.Meucci;369;CO;Cantù;01/01/1999;(45.73083672267427, 9.125734327022926)
5619;Biossido di Zolfo;µg/m³;544;Cormano v. Edison;153;MI;Cormano;26/10/1994;(45.551041944372415, 9.162613653151322)
10131;Biossido di Azoto;µg/m³;700;Melara v. dell'Artigianato;12;RO;Melara;28/11/2006;(45.063214361613305, 11.20921074969938)
20155;PM10 (SM2005);µg/m³;690;Mezzana Bigli loc. Casoni;73;PV;Mezzana Bigli;20/11/2013;(45.069658641385914, 8.86888929943922)
10463;Ozono;µg/m³;1266;Bertonico v.Moro;65;LO;Bertonico;03/08/2009;(45.23349364130374, 9.666250375296032)
10079;Biossido di Azoto;µg/m³;695;Ponti sul Mincio v.San Martino;113;MN;Ponti sul Mincio;20/12/2006;(45.41277169168634, 10.683357343786835)
9976;PM10 (SM2005);µg/m³;679;Valmadrera v.Pozzi;247;LC;Valmadrera;11/02/2006;(45.842207261022544, 9.351658166127958)
9882;Ozono;µg/m³;674;Monza v.Machiavelli;162;MB;Monza;21/10/2005;(45.58026348442243, 9.273573092713274)
5958;Biossido di Azoto;µg/m³;629;Crema v.XI febbraio;79;CR;Crema;01/11/1992;(45.366309078194334, 9.703945513613167)
5610;Biossido di Azoto;µg/m³;607;Abbadia Cerreto v. Fanfulla;64;LO;Abbadia Cerreto;13/01/2000;(45.309502269282255, 9.585790416120414)
6936;PM10 (SM2005);µg/m³;596;Osio Sotto v.per Levate;182;BG;Osio Sotto;24/05/2000;(45.62055567939559, 9.611737821812373)
30165;Ozono;µg/m³;669;Brescia Villaggio Sereno;70;BS;Brescia;13/12/2013;(45.513038818653754, 10.19194188877931)
10280;Biossido di Zolfo;µg/m³;705;Milano Pascal Città Studi;122;MI;Milano;16/06/2007;(45.47899606168744, 9.235491038497502)
9772;Benzene;µg/m³;600;Lodi v.Vignati;80;LO;Lodi;23/04/2005;(45.30601298752377, 9.48526286320174)
10286;Biossido di Azoto;µg/m³;706;Lecco v.Sora;272;LC;Lecco;27/06/2007;(45.86374884127965, 9.399950344681852)
10165;Ossidi di Azoto;µg/m³;703;Schivenoglia v. Malpasso;NULL;MN;Schivenoglia;29/11/2006;(45.016877820755425, 11.07609463264049)
6705;Monossido di Carbonio;mg/m³;643;Pavia p.zza Minerva;77;PV;Pavia;03/03/2002;(45.18632908049483, 9.146666041286784)
5676;Biossido di Zolfo;µg/m³;561;Como v.Cattaneo;202;CO;Como;17/02/1991;(45.81504286011291, 9.06697137484454)
6921;PM10 (SM2005);µg/m³;564;Erba v. Battisti;279;CO;Erba;13/06/2009;(45.808573806922965, 9.221779204488435)
5507;Biossido di Azoto;µg/m³;504;Sesto San Giovanni v. Cesare da Sesto;139;MI;Sesto San Giovanni;18/12/1980;(45.53476576509224, 9.236107923411636)
20427;Biossido di Zolfo;µg/m³;683;Cassano d'Adda 2-v.Milano;133;MI;Cassano d'Adda;20/12/2017;(45.52647254585104, 9.515980483627096)
5603;Biossido di Azoto;µg/m³;600;Lodi v.Vignati;80;LO;Lodi;30/12/1999;(45.30601298752377, 9.48526286320174)
12671;Benzo(a)pirene;ng/m³;703;Schivenoglia v. Malpasso;NULL;MN;Schivenoglia;22/02/2008;(45.016877820755425, 11.07609463264049)
10336;Particolato Totale Sospeso;µg/m³;709;Vigevano v.Valletta;109;PV;Vigevano;07/08/2007;(45.303607869655714, 8.844804609965438)
6276;Ossidi di Azoto;µg/m³;606;San Giuliano Milanese via Milano;97;MI;San Giuliano Milanese;13/01/2000;(45.39619462552717, 9.282700075557845)
6300;Ossidi di Azoto;µg/m³;544;Cormano v. Edison;153;MI;Cormano;24/10/1994;(45.551041944372415, 9.162613653151322)
9984;Particelle sospese PM2.5;µg/m³;669;Brescia Villaggio Sereno;70;BS;Brescia;06/06/2006;(45.513038818653754, 10.19194188877931)
20442;Monossido di Azoto;µg/m³;681;Moggio Loc. Penscei;1194;LC;Moggio;16/03/2007;(45.91278752030292, 9.497538167653424)
9798;Monossido di Carbonio;mg/m³;670;Mantova S.Agnese;22;MN;Mantova;28/12/2004;(45.16056833010576, 10.79556411370788)
6871;Biossido di Azoto;µg/m³;663;Mantova v.Ariosto;18;MN;Mantova;01/01/2003;(45.14526012578896, 10.80332595007927)
20494;Monossido di Azoto;µg/m³;1801;Brescia v.Tartaglia;151;BS;Brescia;;(45.542647891822845, 10.211205215118259)
6818;Ozono;µg/m³;656;Gambara v.Parma;47;BS;Gambara;15/02/1990;(45.24954362474624, 10.299119496064078)
5950;Biossido di Azoto;µg/m³;626;Corte de' Cortesi con Cignone v. Villa Strada Forca;57;CR;Corte de' Cortesi con Cignone;17/05/1996;(45.27848755478839, 10.006202391204335)
6880;Biossido di Azoto;µg/m³;665;Viadana v. Cavalli;37;MN;Viadana;25/10/2003;(44.92469404955067, 10.517502067117825)
10329;Ossidi di Azoto;µg/m³;708;Parona v. della Miseria;112;PV;Parona;01/10/2007;(45.281935610357905, 8.754334594539825)
9996;Ossidi di Azoto;µg/m³;682;Ferrera Erbognone ENI;88;PV;Ferrera Erbognone;21/01/2006;(45.11350314482957, 8.874064848882607)
10352;PM10 (SM2005);µg/m³;517;Turbigo vicolo dello sport;141;MI;Turbigo;01/01/2008;(45.52655086994247, 8.736496578379215)
6761;Biossido di Azoto;µg/m³;649;Brescia v.Broletto;149;BS;Brescia;01/01/1983;(45.540057846971386, 10.222818449274216)
5750;Ozono;µg/m³;552;Varese v.Vidoletti;425;VA;Varese;23/12/1991;(45.83690077655548, 8.80392612667495)
5798;Monossido di Carbonio;mg/m³;561;Como v.Cattaneo;202;CO;Como;17/02/1991;(45.81504286011291, 9.06697137484454)
10505;Ossidi di Azoto;µg/m³;1269;Dalmine v.Verdi;207;BG;Dalmine;12/02/2010;(45.64970251236247, 9.601223338785262)
5572;Biossido di Azoto;µg/m³;569;Sondrio v.Mazzini;307;SO;Sondrio;01/11/1993;(46.16796681227828, 9.87014407497457)
5960;Ozono;µg/m³;629;Crema v.XI febbraio;79;CR;Crema;28/04/1996;(45.366309078194334, 9.703945513613167)
10173;PM10 (SM2005);µg/m³;703;Schivenoglia v. Malpasso;NULL;MN;Schivenoglia;01/01/2007;(45.016877820755425, 11.07609463264049)
5548;Biossido di Azoto;µg/m³;545;Motta Visconti v. De Gasperi;100;MI;Motta Visconti;17/03/1998;(45.281956197427846, 8.988562726793255)
9978;Particelle sospese PM2.5;µg/m³;609;Casirate d'Adda v. Cimitero;108;BG;Casirate d'Adda;11/11/2005;(45.49822713394494, 9.556232262351761)
6935;PM10 (SM2005);µg/m³;592;Treviglio p.zza Insurrezione;191;BG;Treviglio;03/02/2000;(45.51933498138716, 9.592009994888425)
6947;PM10 (SM2005);µg/m³;643;Pavia p.zza Minerva;77;PV;Pavia;06/06/2002;(45.18632908049483, 9.146666041286784)
12022;Particelle sospese PM2.5;µg/m³;1297;Spinadesco v.Battisti;48;CR;Spinadesco;16/02/2011;(45.150468869856816, 9.930596472272326)
6262;Ossidi di Azoto;µg/m³;603;Castiraga Vidardo v.Craxi;74;LO;Castiraga Vidardo;13/01/2000;(45.26232519992153, 9.400281323067924)
6212;Ossidi di Azoto;µg/m³;596;Osio Sotto v.per Levate;182;BG;Osio Sotto;06/04/2000;(45.62055567939559, 9.611737821812373)
12584;PM10 (SM2005);µg/m³;627;Cremona P.zza Cadorna;39;CR;Cremona;01/01/2012;(45.13194691285173, 10.015741513336042)
20488;Particelle sospese PM2.5;µg/m³;564;Erba v. Battisti;279;CO;Erba;;(45.808573806922965, 9.221779204488435)
6232;Ossidi di Azoto;µg/m³;561;Como v.Cattaneo;202;CO;Como;01/01/1991;(45.81504286011291, 9.06697137484454)
10339;PM10 (SM2005);µg/m³;629;Crema v.XI febbraio;79;CR;Crema;25/09/2007;(45.366309078194334, 9.703945513613167)
5823;Monossido di Carbonio;mg/m³;539;Milano v.Liguria;115;MI;Milano;20/10/1991;(45.443857653564926, 9.167944501742676)
10450;Particelle sospese PM2.5;µg/m³;655;Darfo Boario Terme v. De Amicis;221;BS;Darfo Boario Terme;23/12/2008;(45.87460210989037, 10.17735680898138)
6268;Ossidi di Azoto;µg/m³;600;Lodi v.Vignati;80;LO;Lodi;30/12/1999;(45.30601298752377, 9.48526286320174)
5561;Biossido di Azoto;µg/m³;558;Busto Arsizio  Accam;206;VA;Busto Arsizio;06/12/1998;(45.582894292717725, 8.842165456706075)
5790;Monossido di Carbonio;mg/m³;592;Treviglio p.zza Insurrezione;191;BG;Treviglio;01/12/1994;(45.51933498138716, 9.592009994888425)
6929;PM10 (SM2005);µg/m³;576;Merate v. Madonna di Loreto;279;LC;Merate;01/01/2000;(45.69795198970243, 9.406190938686596)
5504;Biossido di Azoto;µg/m³;501;Milano v.Marche;129;MI;Milano;18/09/1980;(45.49631644365102, 9.190933555313624)
10097;Biossido di Azoto;µg/m³;697;Borgofranco sul Po loc. Bonizzo;14;MN;Borgofranco sul Po;29/11/2006;(45.04650153816735, 11.18093581912755)
6925;PM10 (SM2005);µg/m³;571;Bormio v.Monte Braulio;1225;SO;Bormio;18/04/2003;(46.46952397132585, 10.375432759159036)
20443;Biossido di Azoto;µg/m³;681;Moggio Loc. Penscei;1194;LC;Moggio;16/03/2007;(45.91278752030292, 9.497538167653424)
5579;Biossido di Azoto;µg/m³;576;Merate v. Madonna di Loreto;279;LC;Merate;18/02/1991;(45.69795198970243, 9.406190938686596)
10333;Ossidi di Azoto;µg/m³;709;Vigevano v.Valletta;109;PV;Vigevano;08/08/2007;(45.303607869655714, 8.844804609965438)
5845;Monossido di Carbonio;mg/m³;569;Sondrio v.Mazzini;307;SO;Sondrio;01/11/1993;(46.16796681227828, 9.87014407497457)
9998;Benzene;µg/m³;683;Cassano d'Adda 2-v.Milano;133;MI;Cassano d'Adda;17/02/2006;(45.52647254585104, 9.515980483627096)
20154;Ozono;µg/m³;690;Mezzana Bigli loc. Casoni;73;PV;Mezzana Bigli;20/11/2013;(45.069658641385914, 8.86888929943922)
6701;Biossido di Azoto;µg/m³;643;Pavia p.zza Minerva;77;PV;Pavia;03/03/2002;(45.18632908049483, 9.146666041286784)
9852;Biossido di Azoto;µg/m³;672;Cornale v.Libertà;74;PV;Cornale;29/07/2005;(45.04007657202963, 8.914144599002409)
20157;Particelle sospese PM2.5;µg/m³;642;Pavia v. Folperti;77;PV;Pavia;20/11/2013;(45.19467609907785, 9.164638300630086)
10547;Particelle sospese PM2.5;µg/m³;1269;Dalmine v.Verdi;207;BG;Dalmine;26/02/2010;(45.64970251236247, 9.601223338785262)
10290;PM10 (SM2005);µg/m³;706;Lecco v.Sora;272;LC;Lecco;31/12/2000;(45.86374884127965, 9.399950344681852)
10331;Biossido di Azoto;µg/m³;709;Vigevano v.Valletta;109;PV;Vigevano;08/08/2007;(45.303607869655714, 8.844804609965438)
10458;Biossido di Azoto;µg/m³;1266;Bertonico v.Moro;65;LO;Bertonico;03/08/2009;(45.23349364130374, 9.666250375296032)
6766;Ossidi di Azoto;µg/m³;649;Brescia v.Broletto;149;BS;Brescia;05/08/1992;(45.540057846971386, 10.222818449274216)
10171;Ozono;µg/m³;703;Schivenoglia v. Malpasso;NULL;MN;Schivenoglia;29/11/2006;(45.016877820755425, 11.07609463264049)
6380;Ossidi di Azoto;µg/m³;572;Morbegno v.Cortivacci;262;SO;Morbegno;13/01/1999;(46.132282960003735, 9.566179893984474)
10507;Biossido di Azoto;µg/m³;1269;Dalmine v.Verdi;207;BG;Dalmine;12/02/2010;(45.64970251236247, 9.601223338785262)
20216;Biossido di Zolfo;µg/m³;690;Mezzana Bigli loc. Casoni;73;PV;Mezzana Bigli;20/01/2006;(45.069658641385914, 8.86888929943922)
6228;Ossidi di Azoto;µg/m³;588;Tavernola Bergamasca v.Riva di Sotto;191;BG;Tavernola Bergamasca;21/09/1990;(45.71629992411727, 10.044765999368437)
6966;Biossido di Zolfo;µg/m³;669;Brescia Villaggio Sereno;70;BS;Brescia;24/11/2004;(45.513038818653754, 10.19194188877931)
10506;Benzene;µg/m³;1269;Dalmine v.Verdi;207;BG;Dalmine;01/09/2010;(45.64970251236247, 9.601223338785262)
9890;PM10 (SM2005);µg/m³;674;Monza v.Machiavelli;162;MB;Monza;18/11/2005;(45.58026348442243, 9.273573092713274)
6691;Ozono;µg/m³;642;Pavia v. Folperti;77;PV;Pavia;01/06/2002;(45.19467609907785, 9.164638300630086)
12593;Benzo(a)pirene;ng/m³;669;Brescia Villaggio Sereno;70;BS;Brescia;18/04/2008;(45.513038818653754, 10.19194188877931)
6955;PM10 (SM2005);µg/m³;663;Mantova v.Ariosto;18;MN;Mantova;01/01/2003;(45.14526012578896, 10.80332595007927)
10452;Biossido di Azoto;µg/m³;1265;Lodi S.Alberto;76;LO;Lodi;03/08/2009;(45.302783503095775, 9.495273696926324)
10273;PM10 (SM2005);µg/m³;705;Milano Pascal Città Studi;122;MI;Milano;21/04/2007;(45.47899606168744, 9.235491038497502)
6841;Biossido di Azoto;µg/m³;659;Odolo v.Praes;349;BS;Odolo;13/12/2013;(45.64604963372525, 10.38929530279196)
6864;Ossidi di Azoto;µg/m³;661;Rezzato v.De Gasperi;147;BS;Rezzato;05/08/1992;(45.51570829484459, 10.336240422996532)
9802;Biossido di Azoto;µg/m³;670;Mantova S.Agnese;22;MN;Mantova;31/12/2004;(45.16056833010576, 10.79556411370788)
10399;Particelle sospese PM2.5;µg/m³;583;Bergamo v.Meucci;249;BG;Bergamo;20/12/2008;(45.69103740547214, 9.643650579461385)
20491;Biossido di Azoto;µg/m³;1800;Brescia S.Polo;124;BS;Brescia;;(45.5086667998462, 10.256370247433845)
6931;PM10 (SM2005);µg/m³;583;Bergamo v.Meucci;249;BG;Bergamo;03/07/2000;(45.69103740547214, 9.643650579461385)
5828;Monossido di Carbonio;mg/m³;542;Meda v. Gagarin;222;MB;Meda;01/11/1995;(45.66176219189168, 9.156643984551597)
20358;Particelle sospese PM2.5;µg/m³;504;Sesto San Giovanni v. Cesare da Sesto;139;MI;Sesto San Giovanni;01/01/2017;(45.53476576509224, 9.236107923411636)
6872;Biossido di Zolfo;µg/m³;663;Mantova v.Ariosto;18;MN;Mantova;01/01/2003;(45.14526012578896, 10.80332595007927)
5598;Biossido di Azoto;µg/m³;595;Filago v.Don Milani;190;BG;Filago;06/03/1992;(45.63386450908066, 9.556084255790864)
10320;PM10 (SM2005);µg/m³;548;Milano v.Senato;118;MI;Milano;10/08/2007;(45.470499014097, 9.197460360112531)
10169;Monossido di Carbonio;mg/m³;703;Schivenoglia v. Malpasso;NULL;MN;Schivenoglia;29/11/2006;(45.016877820755425, 11.07609463264049)
12017;Biossido di Azoto;µg/m³;1297;Spinadesco v.Battisti;48;CR;Spinadesco;08/02/2011;(45.150468869856816, 9.930596472272326)
5827;Monossido di Carbonio;mg/m³;501;Milano v.Marche;129;MI;Milano;05/04/1989;(45.49631644365102, 9.190933555313624)
5587;Biossido di Azoto;µg/m³;584;Bergamo v.Garibaldi;249;BG;Bergamo;21/06/1994;(45.69568034432694, 9.66124914606551)
6803;Ossidi di Azoto;µg/m³;654;Sarezzo v.Minelli;269;BS;Sarezzo;01/01/1990;(45.64962671224069, 10.205090218837002)
10168;Biossido di Zolfo;µg/m³;703;Schivenoglia v. Malpasso;NULL;MN;Schivenoglia;13/12/2006;(45.016877820755425, 11.07609463264049)
10583;Ossidi di Azoto;µg/m³;1274;Perledo P.zza della stazione;212;LC;Perledo;01/09/2010;(46.01582830438376, 9.286409208680807)
5670;Biossido di Zolfo;µg/m³;584;Bergamo v.Garibaldi;249;BG;Bergamo;16/06/1994;(45.69568034432694, 9.66124914606551)
5700;Biossido di Zolfo;µg/m³;571;Bormio v.Monte Braulio;1225;SO;Bormio;01/11/1993;(46.46952397132585, 10.375432759159036)
6804;Ozono;µg/m³;654;Sarezzo v.Minelli;269;BS;Sarezzo;12/03/2004;(45.64962671224069, 10.205090218837002)
17293;PM10 (SM2005);µg/m³;1264;Sondrio v.Paribelli;290;SO;Sondrio;09/10/2012;(46.167852440665115, 9.879209924469903)
5842;Monossido di Carbonio;mg/m³;571;Bormio v.Monte Braulio;1225;SO;Bormio;02/11/1993;(46.46952397132585, 10.375432759159036)
6324;Ossidi di Azoto;µg/m³;531;Pioltello Limito;114;MI;Pioltello;12/05/1989;(45.48363035323249, 9.327360033215145)
10176;Particelle sospese PM2.5;µg/m³;703;Schivenoglia v. Malpasso;NULL;MN;Schivenoglia;13/12/2006;(45.016877820755425, 11.07609463264049)
10109;Biossido di Zolfo;µg/m³;698;Ceneselli v. Moro;13;RO;Ceneselli;28/11/2006;(45.01325676849334, 11.372344948058235)
6910;PM10 (SM2005);µg/m³;542;Meda v. Gagarin;222;MB;Meda;06/02/1998;(45.66176219189168, 9.156643984551597)
5605;Biossido di Azoto;µg/m³;602;Melegnano v.Predabissi;83;MI;Melegnano;13/01/2000;(45.35428575070997, 9.329243424113708)
5732;Ozono;µg/m³;573;Colico v.La Madoneta;229;LC;Colico;06/11/1996;(46.1381409051264, 9.384687247651794)
5542;Biossido di Azoto;µg/m³;539;Milano v.Liguria;115;MI;Milano;24/10/1991;(45.443857653564926, 9.167944501742676)
10581;Biossido di Azoto;µg/m³;1274;Perledo P.zza della stazione;212;LC;Perledo;01/09/2010;(46.01582830438376, 9.286409208680807)
5574;Biossido di Azoto;µg/m³;571;Bormio v.Monte Braulio;1225;SO;Bormio;01/11/1993;(46.46952397132585, 10.375432759159036)
6706;Ossidi di Azoto;µg/m³;643;Pavia p.zza Minerva;77;PV;Pavia;03/03/2002;(45.18632908049483, 9.146666041286784)
6927;PM10 (SM2005);µg/m³;574;Lecco v. Amendola;214;LC;Lecco;12/05/2000;(45.850191194578535, 9.395577066893223)
9835;PM10 (SM2005);µg/m³;664;Mantova p.zza Gramsci;18;MN;Mantova;28/12/2004;(45.151743379576594, 10.78140770009565)
9860;Ossidi di Azoto;µg/m³;673;Voghera v.Pozzoni;90;PV;Voghera;28/07/2005;(44.99954598914026, 9.008437381815693)
20493;Ossidi di Azoto;µg/m³;1801;Brescia v.Tartaglia;151;BS;Brescia;;(45.542647891822845, 10.211205215118259)
6218;Ossidi di Azoto;µg/m³;583;Bergamo v.Meucci;249;BG;Bergamo;01/06/1989;(45.69103740547214, 9.643650579461385)
9930;Ossidi di Azoto;µg/m³;677;Cremona Via Fatebenefratelli;43;CR;Cremona;11/04/2006;(45.14254063221695, 10.043836158369393)
10270;Ozono;µg/m³;655;Darfo Boario Terme v. De Amicis;221;BS;Darfo Boario Terme;01/01/2007;(45.87460210989037, 10.17735680898138)
10484;PM10 (SM2005);µg/m³;1266;Bertonico v.Moro;65;LO;Bertonico;03/08/2009;(45.23349364130374, 9.666250375296032)
10027;PM10 (SM2005);µg/m³;685;Calusco d'Adda v. Caduti sul Lavoro;273;BG;Calusco d'Adda;30/06/2006;(45.69042907854514, 9.484260927647789)
