IdSensore;NomeTipoSensore;UnitaMisura;Idstazione;NomeStazione;Quota;Provincia;Comune;DataStart;location
10405;PM10 (SM2005);µg/m³;584;Bergamo v.Garibaldi;249;BG;Bergamo;19/12/2008;(45.69568034432694, 9.66124914606551)
6956;PM10 (SM2005);µg/m³;528;Milano Verziere;116;MI;Milano;01/11/2001;(45.463346740666545, 9.195324807668857)
9961;PM10 (SM2005);µg/m³;669;Brescia Villaggio Sereno;70;BS;Brescia;01/01/2006;(45.513038818653754, 10.19194188877931)
5794;Monossido di Carbonio;mg/m³;584;Bergamo v.Garibaldi;249;BG;Bergamo;16/06/1994;(45.69568034432694, 9.66124914606551)
17295;Ozono;µg/m³;558;Busto Arsizio  Accam;206;VA;Busto Arsizio;26/01/2013;(45.582894292717725, 8.842165456706075)
9997;Ozono;µg/m³;682;Ferrera Erbognone ENI;88;PV;Ferrera Erbognone;21/01/2006;(45.11350314482957, 8.874064848882607)
10343;PM10 (SM2005);µg/m³;708;Parona v. della Miseria;112;PV;Parona;28/09/2007;(45.281935610357905, 8.754334594539825)
17159;Particelle sospese PM2.5;µg/m³;633;Soresina v. Landriani;70;CR;Soresina;11/10/2012;(45.28397715446764, 9.863398419993635)
20441;Ossidi di Azoto;µg/m³;681;Moggio Loc. Penscei;1194;LC;Moggio;17/03/2007;(45.91278752030292, 9.497538167653424)
5599;Biossido di Azoto;µg/m³;596;Osio Sotto v.per Levate;182;BG;Osio Sotto;06/04/2000;(45.62055567939559, 9.611737821812373)
20034;Biossido di Azoto;µg/m³;693;Sannazzaro de' Burgondi v.Traversi;85;PV;Sannazzaro de' Burgondi;16/09/2006;(45.10276627684137, 8.90417452771467)
6246;Ossidi di Azoto;µg/m³;573;Colico v.La Madoneta;229;LC;Colico;06/11/1996;(46.1381409051264, 9.384687247651794)
6386;Ossidi di Azoto;µg/m³;558;Busto Arsizio  Accam;206;VA;Busto Arsizio;06/12/1998;(45.582894292717725, 8.842165456706075)
10038;Biossido di Azoto;µg/m³;687;Ferno v.Di Dio;215;VA;Ferno;06/11/2006;(45.61924377994763, 8.756970445453431)
9872;PM10 (SM2005);µg/m³;673;Voghera v.Pozzoni;90;PV;Voghera;05/07/2005;(44.99954598914026, 9.008437381815693)
6610;Particolato Totale Sospeso;µg/m³;612;Filago v.Fermi;176;BG;Filago;01/01/1992;(45.6244564811923, 9.556504350318216)
6904;Ozono;µg/m³;596;Osio Sotto v.per Levate;182;BG;Osio Sotto;08/09/2004;(45.62055567939559, 9.611737821812373)
10501;PM10 (SM2005);µg/m³;655;Darfo Boario Terme v. De Amicis;221;BS;Darfo Boario Terme;23/12/2008;(45.87460210989037, 10.17735680898138)
6402;Ossidi di Azoto;µg/m³;552;Varese v.Vidoletti;425;VA;Varese;23/12/1991;(45.83690077655548, 8.80392612667495)
9972;Ozono;µg/m³;679;Valmadrera v.Pozzi;247;LC;Valmadrera;21/02/2006;(45.842207261022544, 9.351658166127958)
9917;Ossidi di Azoto;µg/m³;663;Mantova v.Ariosto;18;MN;Mantova;05/06/2004;(45.14526012578896, 10.80332595007927)
6912;PM10 (SM2005);µg/m³;546;Magenta v. F. Turati;137;MI;Magenta;25/02/1998;(45.462415791106615, 8.880210433125571)
5551;Biossido di Azoto;µg/m³;548;Milano v.Senato;118;MI;Milano;21/04/1995;(45.470499014097, 9.197460360112531)
5953;Biossido di Azoto;µg/m³;627;Cremona P.zza Cadorna;39;CR;Cremona;12/12/1997;(45.13194691285173, 10.015741513336042)
5577;Biossido di Azoto;µg/m³;574;Lecco v. Amendola;214;LC;Lecco;17/02/1991;(45.850191194578535, 9.395577066893223)
5554;Biossido di Azoto;µg/m³;551;Arconate v. De Gasperi;182;MI;Arconate;20/01/1999;(45.54851735741946, 8.847321929216262)
6832;Ozono;µg/m³;657;Lonato del Garda v.del Marchesino;180;BS;Lonato del Garda;14/03/2004;(45.463753136210265, 10.480772043571283)
5717;Ozono;µg/m³;531;Pioltello Limito;114;MI;Pioltello;13/05/1989;(45.48363035323249, 9.327360033215145)
10438;Particelle sospese PM2.5;µg/m³;1264;Sondrio v.Paribelli;290;SO;Sondrio;11/11/2008;(46.167852440665115, 9.879209924469903)
10013;Particelle sospese PM2.5;µg/m³;576;Merate v. Madonna di Loreto;279;LC;Merate;10/09/2006;(45.69795198970243, 9.406190938686596)
5989;Benzene;µg/m³;584;Bergamo v.Garibaldi;249;BG;Bergamo;02/08/1997;(45.69568034432694, 9.66124914606551)
9875;Ossidi di Azoto;µg/m³;674;Monza v.Machiavelli;162;MB;Monza;21/10/2005;(45.58026348442243, 9.273573092713274)
5517;Biossido di Azoto;µg/m³;514;Rho via Buon Gesù;152;MI;Rho;03/10/1991;(45.523425662003476, 9.044599871111005)
10586;Particelle sospese PM2.5;µg/m³;677;Cremona Via Fatebenefratelli;43;CR;Cremona;28/07/2010;(45.14254063221695, 10.043836158369393)
5965;Biossido di Azoto;µg/m³;633;Soresina v. Landriani;70;CR;Soresina;16/10/1999;(45.28397715446764, 9.863398419993635)
17037;Benzo(a)pirene;ng/m³;583;Bergamo v.Meucci;249;BG;Bergamo;14/01/2012;(45.69103740547214, 9.643650579461385)
17126;Benzene;µg/m³;705;Milano Pascal Città Studi;122;MI;Milano;13/09/2012;(45.47899606168744, 9.235491038497502)
5832;Monossido di Carbonio;mg/m³;514;Rho via Buon Gesù;152;MI;Rho;02/10/1991;(45.523425662003476, 9.044599871111005)
12577;Particelle sospese PM2.5;µg/m³;627;Cremona P.zza Cadorna;39;CR;Cremona;01/01/2012;(45.13194691285173, 10.015741513336042)
10326;Biossido di Azoto;µg/m³;708;Parona v. della Miseria;112;PV;Parona;01/10/2007;(45.281935610357905, 8.754334594539825)
10335;PM10 (SM2005);µg/m³;709;Vigevano v.Valletta;109;PV;Vigevano;08/08/2007;(45.303607869655714, 8.844804609965438)
6884;Ozono;µg/m³;665;Viadana v. Cavalli;37;MN;Viadana;01/10/2003;(44.92469404955067, 10.517502067117825)
10028;Particelle sospese PM2.5;µg/m³;685;Calusco d'Adda v. Caduti sul Lavoro;273;BG;Calusco d'Adda;30/06/2006;(45.69042907854514, 9.484260927647789)
6328;Ossidi di Azoto;µg/m³;501;Milano v.Marche;129;MI;Milano;18/09/1980;(45.49631644365102, 9.190933555313624)
6918;PM10 (SM2005);µg/m³;560;Varese v.Copelli;383;VA;Varese;17/07/2003;(45.816973233263674, 8.820240707158211)
6813;Biossido di Azoto;µg/m³;656;Gambara v.Parma;47;BS;Gambara;16/02/1990;(45.24954362474624, 10.299119496064078)
10020;Biossido di Zolfo;µg/m³;685;Calusco d'Adda v. Caduti sul Lavoro;273;BG;Calusco d'Adda;30/06/2006;(45.69042907854514, 9.484260927647789)
5730;Ozono;µg/m³;564;Erba v. Battisti;279;CO;Erba;01/01/2009;(45.808573806922965, 9.221779204488435)
5719;Ozono;µg/m³;542;Meda v. Gagarin;222;MB;Meda;01/11/1995;(45.66176219189168, 9.156643984551597)
6220;Ossidi di Azoto;µg/m³;584;Bergamo v.Garibaldi;249;BG;Bergamo;21/06/1994;(45.69568034432694, 9.66124914606551)
5805;Monossido di Carbonio;mg/m³;574;Lecco v. Amendola;214;LC;Lecco;17/02/1991;(45.850191194578535, 9.395577066893223)
12688;Benzo(a)pirene;ng/m³;633;Soresina v. Landriani;70;CR;Soresina;02/04/2008;(45.28397715446764, 9.863398419993635)
10432;Biossido di Azoto;µg/m³;1264;Sondrio v.Paribelli;290;SO;Sondrio;04/01/2009;(46.167852440665115, 9.879209924469903)
6784;Ossidi di Azoto;µg/m³;652;Brescia v.Turati;154;BS;Brescia;01/10/1999;(45.539529434955995, 10.231785907477223)
10074;Biossido di Azoto;µg/m³;694;Salionze v. Campagna Rossa;109;VR;Salionze;30/11/2006;(45.40331375821289, 10.72659797077939)
20041;Ozono;µg/m³;670;Mantova S.Agnese;22;MN;Mantova;13/12/2013;(45.16056833010576, 10.79556411370788)
9899;Ozono;µg/m³;609;Casirate d'Adda v. Cimitero;108;BG;Casirate d'Adda;01/12/2005;(45.49822713394494, 9.556232262351761)
30166;Benzene;µg/m³;652;Brescia v.Turati;154;BS;Brescia;01/01/2016;(45.539529434955995, 10.231785907477223)
9927;PM10 (SM2005);µg/m³;677;Cremona Via Fatebenefratelli;43;CR;Cremona;08/04/2006;(45.14254063221695, 10.043836158369393)
10037;Ossidi di Azoto;µg/m³;687;Ferno v.Di Dio;215;VA;Ferno;06/11/2006;(45.61924377994763, 8.756970445453431)
30159;Ossidi di Azoto;µg/m³;655;Darfo Boario Terme v. De Amicis;221;BS;Darfo Boario Terme;23/01/2013;(45.87460210989037, 10.17735680898138)
6926;PM10 (SM2005);µg/m³;572;Morbegno v.Cortivacci;262;SO;Morbegno;14/12/1999;(46.132282960003735, 9.566179893984474)
6260;Ossidi di Azoto;µg/m³;607;Abbadia Cerreto v. Fanfulla;64;LO;Abbadia Cerreto;13/01/2000;(45.309502269282255, 9.585790416120414)
11041;Biossido di Zolfo;µg/m³;674;Monza v.Machiavelli;162;MB;Monza;10/02/2011;(45.58026348442243, 9.273573092713274)
5631;Biossido di Zolfo;µg/m³;546;Magenta v. F. Turati;137;MI;Magenta;22/04/1995;(45.462415791106615, 8.880210433125571)
5630;Biossido di Zolfo;µg/m³;531;Pioltello Limito;114;MI;Pioltello;07/05/1989;(45.48363035323249, 9.327360033215145)
5531;Biossido di Azoto;µg/m³;528;Milano Verziere;116;MI;Milano;24/11/1988;(45.463346740666545, 9.195324807668857)
5607;Biossido di Azoto;µg/m³;604;Tavazzano con Villavesco v.Cascina Bagnolo;85;LO;Tavazzano con Villavesco;13/01/2000;(45.33036100181227, 9.414644726627262)
10259;Benzene;µg/m³;569;Sondrio v.Mazzini;307;SO;Sondrio;19/09/2006;(46.16796681227828, 9.87014407497457)
10016;Biossido di Zolfo;µg/m³;664;Mantova p.zza Gramsci;18;MN;Mantova;30/10/2006;(45.151743379576594, 10.78140770009565)
29041;Benzene;µg/m³;561;Como v.Cattaneo;202;CO;Como;;(45.81504286011291, 9.06697137484454)
6945;PM10 (SM2005);µg/m³;633;Soresina v. Landriani;70;CR;Soresina;04/02/2000;(45.28397715446764, 9.863398419993635)
9920;Ossidi di Azoto;µg/m³;665;Viadana v. Cavalli;37;MN;Viadana;15/06/2004;(44.92469404955067, 10.517502067117825)
5564;Biossido di Azoto;µg/m³;561;Como v.Cattaneo;202;CO;Como;17/02/1991;(45.81504286011291, 9.06697137484454)
6958;PM10 (SM2005);µg/m³;569;Sondrio v.Mazzini;307;SO;Sondrio;08/12/1999;(46.16796681227828, 9.87014407497457)
10396;Particelle sospese PM2.5;µg/m³;674;Monza v.Machiavelli;162;MB;Monza;19/12/2008;(45.58026348442243, 9.273573092713274)
6951;PM10 (SM2005);µg/m³;649;Brescia v.Broletto;149;BS;Brescia;23/09/2000;(45.540057846971386, 10.222818449274216)
6908;PM10 (SM2005);µg/m³;531;Pioltello Limito;114;MI;Pioltello;21/02/1998;(45.48363035323249, 9.327360033215145)
10085;Particelle sospese PM2.5;µg/m³;695;Ponti sul Mincio v.San Martino;113;MN;Ponti sul Mincio;12/01/2007;(45.41277169168634, 10.683357343786835)
10036;Benzene;µg/m³;673;Voghera v.Pozzoni;90;PV;Voghera;28/07/2005;(44.99954598914026, 9.008437381815693)
9995;Monossido di Carbonio;mg/m³;682;Ferrera Erbognone ENI;88;PV;Ferrera Erbognone;21/01/2006;(45.11350314482957, 8.874064848882607)
6845;Ossidi di Azoto;µg/m³;659;Odolo v.Praes;349;BS;Odolo;08/10/1990;(45.64604963372525, 10.38929530279196)
6870;Benzene;µg/m³;663;Mantova v.Ariosto;18;MN;Mantova;01/01/2003;(45.14526012578896, 10.80332595007927)
6234;Ossidi di Azoto;µg/m³;564;Erba v. Battisti;279;CO;Erba;13/06/2009;(45.808573806922965, 9.221779204488435)
10279;Biossido di Azoto;µg/m³;705;Milano Pascal Città Studi;122;MI;Milano;16/06/2007;(45.47899606168744, 9.235491038497502)
30158;Particelle sospese PM2.5;µg/m³;649;Brescia v.Broletto;149;BS;Brescia;13/12/2013;(45.540057846971386, 10.222818449274216)
5739;Ozono;µg/m³;571;Bormio v.Monte Braulio;1225;SO;Bormio;29/05/1996;(46.46952397132585, 10.375432759159036)
6859;Biossido di Azoto;µg/m³;661;Rezzato v.De Gasperi;147;BS;Rezzato;05/08/1992;(45.51570829484459, 10.336240422996532)
10095;Ossidi di Azoto;µg/m³;697;Borgofranco sul Po loc. Bonizzo;14;MN;Borgofranco sul Po;29/11/2006;(45.04650153816735, 11.18093581912755)
6781;Biossido di Azoto;µg/m³;652;Brescia v.Turati;154;BS;Brescia;13/01/1999;(45.539529434955995, 10.231785907477223)
5547;Biossido di Azoto;µg/m³;544;Cormano v. Edison;153;MI;Cormano;24/10/1994;(45.551041944372415, 9.162613653151322)
6419;Ossidi di Azoto;µg/m³;629;Crema v.XI febbraio;79;CR;Crema;01/01/2002;(45.366309078194334, 9.703945513613167)
10081;Ozono;µg/m³;695;Ponti sul Mincio v.San Martino;113;MN;Ponti sul Mincio;06/02/2007;(45.41277169168634, 10.683357343786835)
20487;Monossido di Carbonio;mg/m³;695;Ponti sul Mincio v.San Martino;113;MN;Ponti sul Mincio;01/06/2021;(45.41277169168634, 10.683357343786835)
6204;Ossidi di Azoto;µg/m³;592;Treviglio p.zza Insurrezione;191;BG;Treviglio;02/06/1991;(45.51933498138716, 9.592009994888425)
5609;Biossido di Azoto;µg/m³;606;San Giuliano Milanese via Milano;97;MI;San Giuliano Milanese;13/01/2000;(45.39619462552717, 9.282700075557845)
10167;Biossido di Azoto;µg/m³;703;Schivenoglia v. Malpasso;NULL;MN;Schivenoglia;29/11/2006;(45.016877820755425, 11.07609463264049)
10018;Benzene;µg/m³;685;Calusco d'Adda v. Caduti sul Lavoro;273;BG;Calusco d'Adda;30/06/2006;(45.69042907854514, 9.484260927647789)
12611;Benzo(a)pirene;ng/m³;546;Magenta v. F. Turati;137;MI;Magenta;15/04/2008;(45.462415791106615, 8.880210433125571)
9965;PM10 (SM2005);µg/m³;609;Casirate d'Adda v. Cimitero;108;BG;Casirate d'Adda;01/01/2006;(45.49822713394494, 9.556232262351761)
6057;Benzene;µg/m³;548;Milano v.Senato;118;MI;Milano;01/01/1999;(45.470499014097, 9.197460360112531)
10580;Biossido di Zolfo;µg/m³;627;Cremona P.zza Cadorna;39;CR;Cremona;01/09/2010;(45.13194691285173, 10.015741513336042)
10041;Ozono;µg/m³;687;Ferno v.Di Dio;215;VA;Ferno;06/11/2006;(45.61924377994763, 8.756970445453431)
6230;Ossidi di Azoto;µg/m³;565;Cantù v.Meucci;369;CO;Cantù;01/07/1994;(45.73083672267427, 9.125734327022926)
6364;Ossidi di Azoto;µg/m³;517;Turbigo vicolo dello sport;141;MI;Turbigo;11/01/1990;(45.52655086994247, 8.736496578379215)
6338;Ossidi di Azoto;µg/m³;545;Motta Visconti v. De Gasperi;100;MI;Motta Visconti;17/03/1998;(45.281956197427846, 8.988562726793255)
6374;Ossidi di Azoto;µg/m³;571;Bormio v.Monte Braulio;1225;SO;Bormio;01/11/1993;(46.46952397132585, 10.375432759159036)
5725;Ozono;µg/m³;528;Milano Verziere;116;MI;Milano;20/09/1988;(45.463346740666545, 9.195324807668857)
10019;Biossido di Azoto;µg/m³;685;Calusco d'Adda v. Caduti sul Lavoro;273;BG;Calusco d'Adda;30/06/2006;(45.69042907854514, 9.484260927647789)
20401;Benzene;µg/m³;571;Bormio v.Monte Braulio;1225;SO;Bormio;21/02/2017;(46.46952397132585, 10.375432759159036)
12605;Benzo(a)pirene;ng/m³;655;Darfo Boario Terme v. De Amicis;221;BS;Darfo Boario Terme;17/04/2008;(45.87460210989037, 10.17735680898138)
30163;Biossido di Azoto;µg/m³;669;Brescia Villaggio Sereno;70;BS;Brescia;13/12/2013;(45.513038818653754, 10.19194188877931)
17162;Particelle sospese PM2.5;µg/m³;681;Moggio Loc. Penscei;1194;LC;Moggio;20/10/2012;(45.91278752030292, 9.497538167653424)
5652;Biossido di Zolfo;µg/m³;558;Busto Arsizio  Accam;206;VA;Busto Arsizio;06/12/1998;(45.582894292717725, 8.842165456706075)
6354;Ossidi di Azoto;µg/m³;548;Milano v.Senato;118;MI;Milano;21/04/1995;(45.470499014097, 9.197460360112531)
12676;Benzo(a)pirene;ng/m³;1264;Sondrio v.Paribelli;290;SO;Sondrio;22/04/2008;(46.167852440665115, 9.879209924469903)
6939;PM10 (SM2005);µg/m³;600;Lodi v.Vignati;80;LO;Lodi;05/12/2000;(45.30601298752377, 9.48526286320174)
10584;Ozono;µg/m³;1274;Perledo P.zza della stazione;212;LC;Perledo;01/09/2010;(46.01582830438376, 9.286409208680807)
6665;Ozono;µg/m³;565;Cantù v.Meucci;369;CO;Cantù;17/01/2005;(45.73083672267427, 9.125734327022926)
9991;Ozono;µg/m³;681;Moggio Loc. Penscei;1194;LC;Moggio;12/07/2006;(45.91278752030292, 9.497538167653424)
17286;Biossido di Azoto;µg/m³;1374;Monza Parco;181;MB;Monza;01/05/2013;(45.60123219955139, 9.27507265782848)
17290;PM10 (SM2005);µg/m³;1374;Monza Parco;181;MB;Monza;15/02/2013;(45.60123219955139, 9.27507265782848)
17285;Ossidi di Azoto;µg/m³;1374;Monza Parco;181;MB;Monza;01/05/2013;(45.60123219955139, 9.27507265782848)
17288;Ozono;µg/m³;1374;Monza Parco;181;MB;Monza;09/02/2013;(45.60123219955139, 9.27507265782848)
12029;Particelle sospese PM2.5;µg/m³;706;Lecco v.Sora;272;LC;Lecco;31/12/2000;(45.86374884127965, 9.399950344681852)
10035;Benzene;µg/m³;672;Cornale v.Libertà;74;PV;Cornale;02/02/2006;(45.04007657202963, 8.914144599002409)
5721;Ozono;µg/m³;545;Motta Visconti v. De Gasperi;100;MI;Motta Visconti;17/03/1998;(45.281956197427846, 8.988562726793255)
5847;Monossido di Carbonio;mg/m³;558;Busto Arsizio  Accam;206;VA;Busto Arsizio;06/12/1998;(45.582894292717725, 8.842165456706075)
6408;Ossidi di Azoto;µg/m³;626;Corte de' Cortesi con Cignone v. Villa Strada Forca;57;CR;Corte de' Cortesi con Cignone;01/01/2002;(45.27848755478839, 10.006202391204335)
6877;Biossido di Azoto;µg/m³;664;Mantova p.zza Gramsci;18;MN;Mantova;08/06/2004;(45.151743379576594, 10.78140770009565)
6954;PM10 (SM2005);µg/m³;661;Rezzato v.De Gasperi;147;BS;Rezzato;27/01/1997;(45.51570829484459, 10.336240422996532)
9880;Monossido di Carbonio;mg/m³;674;Monza v.Machiavelli;162;MB;Monza;21/10/2005;(45.58026348442243, 9.273573092713274)
9740;PM10 (SM2005);µg/m³;604;Tavazzano con Villavesco v.Cascina Bagnolo;85;LO;Tavazzano con Villavesco;05/04/2005;(45.33036100181227, 9.414644726627262)
10437;Ozono;µg/m³;1264;Sondrio v.Paribelli;290;SO;Sondrio;04/01/2009;(46.167852440665115, 9.879209924469903)
10457;Ossidi di Azoto;µg/m³;1266;Bertonico v.Moro;65;LO;Bertonico;03/08/2009;(45.23349364130374, 9.666250375296032)
5586;Biossido di Azoto;µg/m³;583;Bergamo v.Meucci;249;BG;Bergamo;01/06/1989;(45.69103740547214, 9.643650579461385)
5952;Ozono;µg/m³;626;Corte de' Cortesi con Cignone v. Villa Strada Forca;57;CR;Corte de' Cortesi con Cignone;17/05/1996;(45.27848755478839, 10.006202391204335)
9804;Ossidi di Azoto;µg/m³;670;Mantova S.Agnese;22;MN;Mantova;23/04/2006;(45.16056833010576, 10.79556411370788)
9877;Biossido di Azoto;µg/m³;674;Monza v.Machiavelli;162;MB;Monza;21/10/2005;(45.58026348442243, 9.273573092713274)
12574;Particelle sospese PM2.5;µg/m³;693;Sannazzaro de' Burgondi v.Traversi;85;PV;Sannazzaro de' Burgondi;07/01/2013;(45.10276627684137, 8.90417452771467)
10327;Biossido di Zolfo;µg/m³;708;Parona v. della Miseria;112;PV;Parona;15/08/2007;(45.281935610357905, 8.754334594539825)
6288;Ossidi di Azoto;µg/m³;551;Arconate v. De Gasperi;182;MI;Arconate;20/01/1999;(45.54851735741946, 8.847321929216262)
6382;Ossidi di Azoto;µg/m³;569;Sondrio v.Mazzini;307;SO;Sondrio;01/11/1993;(46.16796681227828, 9.87014407497457)
5797;Monossido di Carbonio;mg/m³;565;Cantù v.Meucci;369;CO;Cantù;04/10/1993;(45.73083672267427, 9.125734327022926)
5677;Biossido di Zolfo;µg/m³;564;Erba v. Battisti;279;CO;Erba;13/06/2009;(45.808573806922965, 9.221779204488435)
20005;BlackCarbon;µg/m³;548;Milano v.Senato;118;MI;Milano;30/09/2013;(45.470499014097, 9.197460360112531)
5844;Monossido di Carbonio;mg/m³;572;Morbegno v.Cortivacci;262;SO;Morbegno;13/01/1999;(46.132282960003735, 9.566179893984474)
9888;Monossido di Carbonio;mg/m³;583;Bergamo v.Meucci;249;BG;Bergamo;11/03/2005;(45.69103740547214, 9.643650579461385)
5807;Monossido di Carbonio;mg/m³;576;Merate v. Madonna di Loreto;279;LC;Merate;24/12/1991;(45.69795198970243, 9.406190938686596)
5662;Biossido di Zolfo;µg/m³;592;Treviglio p.zza Insurrezione;191;BG;Treviglio;02/06/1991;(45.51933498138716, 9.592009994888425)
