IdSensore;NomeTipoSensore;UnitaMisura;Idstazione;NomeStazione;Quota;DataStart;lat;lng
6366;Ossidi di Azoto;æg/mü;528;Milano Verziere;116;24/11/1988;45463346740666500,00;9195324807668860,00
6248;Ossidi di Azoto;æg/mü;574;Lecco v. Amendola;214;01/01/1991;45850191194578500,00;9395577066893220,00
5532;Biossido di Azoto;æg/mü;529;Cinisello Balsamo v.Lincoln;149;24/11/1988;4555232578741210,00;9227764233272630,00
10129;Ossidi di Azoto;æg/mü;700;Melara v. dell'Artigianato;12;29/11/2006;45063214361613300,00;1120921074969940,00
12694;Benzo(a)pirene;ng/mü;560;Varese v.Copelli;383;02/04/2008;45816973233263700,00;8820240707158210,00
20496;PM10 (SM2005);æg/mü;1801;Brescia v.Tartaglia;151;;45542647891822800,00;10211205215118300,00
6320;Ossidi di Azoto;æg/mü;539;Milano v.Liguria;115;24/10/1991;45443857653564900,00;9167944501742680,00
6686;Biossido di Zolfo;æg/mü;642;Pavia v. Folperti;77;01/06/2002;4519467609907780,00;9164638300630090,00
12016;Ossidi di Azoto;æg/mü;1297;Spinadesco v.Battisti;48;08/02/2011;45150468869856800,00;9930596472272330,00
10483;PM10 (SM2005);æg/mü;1265;Lodi S.Alberto;76;03/08/2009;45302783503095800,00;9495273696926320,00
30160;Biossido di Azoto;æg/mü;655;Darfo Boario Terme v. De Amicis;221;13/12/2013;4587460210989040,00;1017735680898140,00
5601;Biossido di Azoto;æg/mü;598;San Rocco al Porto v.Matteotti;50;24/01/2002;45081986696978600,00;970078817718398,00
10077;PM10 (SM2005);æg/mü;694;Salionze v. Campagna Rossa;109;29/11/2006;4540331375821290,00;1072659797077940,00
5567;Biossido di Azoto;æg/mü;564;Erba v. Battisti;279;13/06/2009;45808573806923000,00;9221779204488440,00
6582;Ozono;æg/mü;561;Como v.Cattaneo;202;17/02/1991;4581504286011290,00;906697137484454,00
10491;PM10 (SM2005);æg/mü;681;Moggio Loc. Penscei;1194;31/03/2009;4591278752030290,00;9497538167653420,00
6959;PM10 (SM2005);æg/mü;565;Cant— v.Meucci;369;01/01/1999;4573083672267430,00;9125734327022930,00
5619;Biossido di Zolfo;æg/mü;544;Cormano v. Edison;153;26/10/1994;45551041944372400,00;9162613653151320,00
10131;Biossido di Azoto;æg/mü;700;Melara v. dell'Artigianato;12;28/11/2006;45063214361613300,00;1120921074969940,00
20155;PM10 (SM2005);æg/mü;690;Mezzana Bigli loc. Casoni;73;20/11/2013;45069658641385900,00;886888929943922,00
10463;Ozono;æg/mü;1266;Bertonico v.Moro;65;03/08/2009;4523349364130370,00;9666250375296030,00
10079;Biossido di Azoto;æg/mü;695;Ponti sul Mincio v.San Martino;113;20/12/2006;4541277169168630,00;10683357343786800,00
9976;PM10 (SM2005);æg/mü;679;Valmadrera v.Pozzi;247;11/02/2006;45842207261022500,00;9351658166127960,00
9882;Ozono;æg/mü;674;Monza v.Machiavelli;162;21/10/2005;4558026348442240,00;9273573092713270,00
5958;Biossido di Azoto;æg/mü;629;Crema v.XI febbraio;79;01/11/1992;45366309078194300,00;9703945513613170,00
5610;Biossido di Azoto;æg/mü;607;Abbadia Cerreto v. Fanfulla;64;13/01/2000;45309502269282300,00;9585790416120410,00
6936;PM10 (SM2005);æg/mü;596;Osio Sotto v.per Levate;182;24/05/2000;4562055567939560,00;9611737821812370,00
30165;Ozono;æg/mü;669;Brescia Villaggio Sereno;70;13/12/2013;45513038818653800,00;1019194188877930,00
10280;Biossido di Zolfo;æg/mü;705;Milano Pascal Citt… Studi;122;16/06/2007;4547899606168740,00;9235491038497500,00
9772;Benzene;æg/mü;600;Lodi v.Vignati;80;23/04/2005;4530601298752380,00;948526286320174,00
10286;Biossido di Azoto;æg/mü;706;Lecco v.Sora;272;27/06/2007;4586374884127960,00;9399950344681850,00
10165;Ossidi di Azoto;æg/mü;703;Schivenoglia v. Malpasso;NULL;29/11/2006;45016877820755400,00;1107609463264050,00
6705;Monossido di Carbonio;mg/mü;643;Pavia p.zza Minerva;77;03/03/2002;4518632908049480,00;9146666041286780,00
5676;Biossido di Zolfo;æg/mü;561;Como v.Cattaneo;202;17/02/1991;4581504286011290,00;906697137484454,00
6921;PM10 (SM2005);æg/mü;564;Erba v. Battisti;279;13/06/2009;45808573806923000,00;9221779204488440,00
5507;Biossido di Azoto;æg/mü;504;Sesto San Giovanni v. Cesare da Sesto;139;18/12/1980;4553476576509220,00;9236107923411640,00
20427;Biossido di Zolfo;æg/mü;683;Cassano d'Adda 2-v.Milano;133;20/12/2017;4552647254585100,00;9515980483627100,00
5603;Biossido di Azoto;æg/mü;600;Lodi v.Vignati;80;30/12/1999;4530601298752380,00;948526286320174,00
12671;Benzo(a)pirene;ng/mü;703;Schivenoglia v. Malpasso;NULL;22/02/2008;45016877820755400,00;1107609463264050,00
10336;Particolato Totale Sospeso;æg/mü;709;Vigevano v.Valletta;109;07/08/2007;45303607869655700,00;8844804609965440,00
6276;Ossidi di Azoto;æg/mü;606;San Giuliano Milanese via Milano;97;13/01/2000;4539619462552720,00;9282700075557840,00
6300;Ossidi di Azoto;æg/mü;544;Cormano v. Edison;153;24/10/1994;45551041944372400,00;9162613653151320,00
9984;Particelle sospese PM2.5;æg/mü;669;Brescia Villaggio Sereno;70;06/06/2006;45513038818653800,00;1019194188877930,00
20442;Monossido di Azoto;æg/mü;681;Moggio Loc. Penscei;1194;16/03/2007;4591278752030290,00;9497538167653420,00
9798;Monossido di Carbonio;mg/mü;670;Mantova S.Agnese;22;28/12/2004;4516056833010580,00;1079556411370790,00
6871;Biossido di Azoto;æg/mü;663;Mantova v.Ariosto;18;01/01/2003;4514526012578900,00;1080332595007930,00
20494;Monossido di Azoto;æg/mü;1801;Brescia v.Tartaglia;151;;45542647891822800,00;10211205215118300,00
6818;Ozono;æg/mü;656;Gambara v.Parma;47;15/02/1990;4524954362474620,00;10299119496064100,00
5950;Biossido di Azoto;æg/mü;626;Corte de' Cortesi con Cignone v. Villa Strada Forca;57;17/05/1996;4527848755478840,00;10006202391204300,00
6880;Biossido di Azoto;æg/mü;665;Viadana v. Cavalli;37;25/10/2003;4492469404955070,00;10517502067117800,00
10329;Ossidi di Azoto;æg/mü;708;Parona v. della Miseria;112;01/10/2007;45281935610357900,00;8754334594539820,00
9996;Ossidi di Azoto;æg/mü;682;Ferrera Erbognone ENI;88;21/01/2006;4511350314482960,00;8874064848882610,00
10352;PM10 (SM2005);æg/mü;517;Turbigo vicolo dello sport;141;01/01/2008;4552655086994250,00;8736496578379210,00
6761;Biossido di Azoto;æg/mü;649;Brescia v.Broletto;149;01/01/1983;45540057846971400,00;10222818449274200,00
5750;Ozono;æg/mü;552;Varese v.Vidoletti;425;23/12/1991;4583690077655550,00;880392612667495,00
5798;Monossido di Carbonio;mg/mü;561;Como v.Cattaneo;202;17/02/1991;4581504286011290,00;906697137484454,00
10505;Ossidi di Azoto;æg/mü;1269;Dalmine v.Verdi;207;12/02/2010;4564970251236250,00;9601223338785260,00
5572;Biossido di Azoto;æg/mü;569;Sondrio v.Mazzini;307;01/11/1993;4616796681227830,00;987014407497457,00
5960;Ozono;æg/mü;629;Crema v.XI febbraio;79;28/04/1996;45366309078194300,00;9703945513613170,00
10173;PM10 (SM2005);æg/mü;703;Schivenoglia v. Malpasso;NULL;01/01/2007;45016877820755400,00;1107609463264050,00
5548;Biossido di Azoto;æg/mü;545;Motta Visconti v. De Gasperi;100;17/03/1998;45281956197427800,00;8988562726793250,00
9978;Particelle sospese PM2.5;æg/mü;609;Casirate d'Adda v. Cimitero;108;11/11/2005;4549822713394490,00;9556232262351760,00
6935;PM10 (SM2005);æg/mü;592;Treviglio p.zza Insurrezione;191;03/02/2000;4551933498138720,00;9592009994888420,00
6947;PM10 (SM2005);æg/mü;643;Pavia p.zza Minerva;77;06/06/2002;4518632908049480,00;9146666041286780,00
12022;Particelle sospese PM2.5;æg/mü;1297;Spinadesco v.Battisti;48;16/02/2011;45150468869856800,00;9930596472272330,00
6262;Ossidi di Azoto;æg/mü;603;Castiraga Vidardo v.Craxi;74;13/01/2000;4526232519992150,00;9400281323067920,00
6212;Ossidi di Azoto;æg/mü;596;Osio Sotto v.per Levate;182;06/04/2000;4562055567939560,00;9611737821812370,00
12584;PM10 (SM2005);æg/mü;627;Cremona P.zza Cadorna;39;01/01/2012;4513194691285170,00;10015741513336000,00
20488;Particelle sospese PM2.5;æg/mü;564;Erba v. Battisti;279;;45808573806923000,00;9221779204488440,00
6232;Ossidi di Azoto;æg/mü;561;Como v.Cattaneo;202;01/01/1991;4581504286011290,00;906697137484454,00
10339;PM10 (SM2005);æg/mü;629;Crema v.XI febbraio;79;25/09/2007;45366309078194300,00;9703945513613170,00
5823;Monossido di Carbonio;mg/mü;539;Milano v.Liguria;115;20/10/1991;45443857653564900,00;9167944501742680,00
10450;Particelle sospese PM2.5;æg/mü;655;Darfo Boario Terme v. De Amicis;221;23/12/2008;4587460210989040,00;1017735680898140,00
6268;Ossidi di Azoto;æg/mü;600;Lodi v.Vignati;80;30/12/1999;4530601298752380,00;948526286320174,00
5561;Biossido di Azoto;æg/mü;558;Busto Arsizio  Accam;206;06/12/1998;45582894292717700,00;8842165456706070,00
5790;Monossido di Carbonio;mg/mü;592;Treviglio p.zza Insurrezione;191;01/12/1994;4551933498138720,00;9592009994888420,00
6929;PM10 (SM2005);æg/mü;576;Merate v. Madonna di Loreto;279;01/01/2000;4569795198970240,00;9406190938686600,00
5504;Biossido di Azoto;æg/mü;501;Milano v.Marche;129;18/09/1980;4549631644365100,00;9190933555313620,00
10097;Biossido di Azoto;æg/mü;697;Borgofranco sul Po loc. Bonizzo;14;29/11/2006;4504650153816730,00;1118093581912750,00
6925;PM10 (SM2005);æg/mü;571;Bormio v.Monte Braulio;1225;18/04/2003;4646952397132580,00;10375432759159000,00
20443;Biossido di Azoto;æg/mü;681;Moggio Loc. Penscei;1194;16/03/2007;4591278752030290,00;9497538167653420,00
5579;Biossido di Azoto;æg/mü;576;Merate v. Madonna di Loreto;279;18/02/1991;4569795198970240,00;9406190938686600,00
10333;Ossidi di Azoto;æg/mü;709;Vigevano v.Valletta;109;08/08/2007;45303607869655700,00;8844804609965440,00
5845;Monossido di Carbonio;mg/mü;569;Sondrio v.Mazzini;307;01/11/1993;4616796681227830,00;987014407497457,00
9998;Benzene;æg/mü;683;Cassano d'Adda 2-v.Milano;133;17/02/2006;4552647254585100,00;9515980483627100,00
20154;Ozono;æg/mü;690;Mezzana Bigli loc. Casoni;73;20/11/2013;45069658641385900,00;886888929943922,00
6701;Biossido di Azoto;æg/mü;643;Pavia p.zza Minerva;77;03/03/2002;4518632908049480,00;9146666041286780,00
9852;Biossido di Azoto;æg/mü;672;Cornale v.Libert…;74;29/07/2005;4504007657202960,00;8914144599002410,00
20157;Particelle sospese PM2.5;æg/mü;642;Pavia v. Folperti;77;20/11/2013;4519467609907780,00;9164638300630090,00
10547;Particelle sospese PM2.5;æg/mü;1269;Dalmine v.Verdi;207;26/02/2010;4564970251236250,00;9601223338785260,00
10290;PM10 (SM2005);æg/mü;706;Lecco v.Sora;272;31/12/2000;4586374884127960,00;9399950344681850,00
10331;Biossido di Azoto;æg/mü;709;Vigevano v.Valletta;109;08/08/2007;45303607869655700,00;8844804609965440,00
10458;Biossido di Azoto;æg/mü;1266;Bertonico v.Moro;65;03/08/2009;4523349364130370,00;9666250375296030,00
6766;Ossidi di Azoto;æg/mü;649;Brescia v.Broletto;149;05/08/1992;45540057846971400,00;10222818449274200,00
10171;Ozono;æg/mü;703;Schivenoglia v. Malpasso;NULL;29/11/2006;45016877820755400,00;1107609463264050,00
6380;Ossidi di Azoto;æg/mü;572;Morbegno v.Cortivacci;262;13/01/1999;46132282960003700,00;9566179893984470,00
10507;Biossido di Azoto;æg/mü;1269;Dalmine v.Verdi;207;12/02/2010;4564970251236250,00;9601223338785260,00
20216;Biossido di Zolfo;æg/mü;690;Mezzana Bigli loc. Casoni;73;20/01/2006;45069658641385900,00;886888929943922,00
6228;Ossidi di Azoto;æg/mü;588;Tavernola Bergamasca v.Riva di Sotto;191;21/09/1990;4571629992411730,00;10044765999368400,00
6966;Biossido di Zolfo;æg/mü;669;Brescia Villaggio Sereno;70;24/11/2004;45513038818653800,00;1019194188877930,00
10506;Benzene;æg/mü;1269;Dalmine v.Verdi;207;01/09/2010;4564970251236250,00;9601223338785260,00
9890;PM10 (SM2005);æg/mü;674;Monza v.Machiavelli;162;18/11/2005;4558026348442240,00;9273573092713270,00
6691;Ozono;æg/mü;642;Pavia v. Folperti;77;01/06/2002;4519467609907780,00;9164638300630090,00
12593;Benzo(a)pirene;ng/mü;669;Brescia Villaggio Sereno;70;18/04/2008;45513038818653800,00;1019194188877930,00
6955;PM10 (SM2005);æg/mü;663;Mantova v.Ariosto;18;01/01/2003;4514526012578900,00;1080332595007930,00
10452;Biossido di Azoto;æg/mü;1265;Lodi S.Alberto;76;03/08/2009;45302783503095800,00;9495273696926320,00
10273;PM10 (SM2005);æg/mü;705;Milano Pascal Citt… Studi;122;21/04/2007;4547899606168740,00;9235491038497500,00
6841;Biossido di Azoto;æg/mü;659;Odolo v.Praes;349;13/12/2013;4564604963372520,00;1038929530279200,00
6864;Ossidi di Azoto;æg/mü;661;Rezzato v.De Gasperi;147;05/08/1992;4551570829484460,00;10336240422996500,00
9802;Biossido di Azoto;æg/mü;670;Mantova S.Agnese;22;31/12/2004;4516056833010580,00;1079556411370790,00
10399;Particelle sospese PM2.5;æg/mü;583;Bergamo v.Meucci;249;20/12/2008;4569103740547210,00;9643650579461380,00
20491;Biossido di Azoto;æg/mü;1800;Brescia S.Polo;124;;455086667998462,00;10256370247433800,00
6931;PM10 (SM2005);æg/mü;583;Bergamo v.Meucci;249;03/07/2000;4569103740547210,00;9643650579461380,00
5828;Monossido di Carbonio;mg/mü;542;Meda v. Gagarin;222;01/11/1995;4566176219189170,00;9156643984551600,00
20358;Particelle sospese PM2.5;æg/mü;504;Sesto San Giovanni v. Cesare da Sesto;139;01/01/2017;4553476576509220,00;9236107923411640,00
6872;Biossido di Zolfo;æg/mü;663;Mantova v.Ariosto;18;01/01/2003;4514526012578900,00;1080332595007930,00
5598;Biossido di Azoto;æg/mü;595;Filago v.Don Milani;190;06/03/1992;4563386450908070,00;9556084255790860,00
10320;PM10 (SM2005);æg/mü;548;Milano v.Senato;118;10/08/2007;45470499014097,00;9197460360112530,00
10169;Monossido di Carbonio;mg/mü;703;Schivenoglia v. Malpasso;NULL;29/11/2006;45016877820755400,00;1107609463264050,00
12017;Biossido di Azoto;æg/mü;1297;Spinadesco v.Battisti;48;08/02/2011;45150468869856800,00;9930596472272330,00
5827;Monossido di Carbonio;mg/mü;501;Milano v.Marche;129;05/04/1989;4549631644365100,00;9190933555313620,00
5587;Biossido di Azoto;æg/mü;584;Bergamo v.Garibaldi;249;21/06/1994;4569568034432690,00;966124914606551,00
6803;Ossidi di Azoto;æg/mü;654;Sarezzo v.Minelli;269;01/01/1990;4564962671224070,00;10205090218837000,00
10168;Biossido di Zolfo;æg/mü;703;Schivenoglia v. Malpasso;NULL;13/12/2006;45016877820755400,00;1107609463264050,00
10583;Ossidi di Azoto;æg/mü;1274;Perledo P.zza della stazione;212;01/09/2010;4601582830438380,00;9286409208680810,00
5670;Biossido di Zolfo;æg/mü;584;Bergamo v.Garibaldi;249;16/06/1994;4569568034432690,00;966124914606551,00
5700;Biossido di Zolfo;æg/mü;571;Bormio v.Monte Braulio;1225;01/11/1993;4646952397132580,00;10375432759159000,00
6804;Ozono;æg/mü;654;Sarezzo v.Minelli;269;12/03/2004;4564962671224070,00;10205090218837000,00
17293;PM10 (SM2005);æg/mü;1264;Sondrio v.Paribelli;290;09/10/2012;46167852440665100,00;9879209924469900,00
5842;Monossido di Carbonio;mg/mü;571;Bormio v.Monte Braulio;1225;02/11/1993;4646952397132580,00;10375432759159000,00
6324;Ossidi di Azoto;æg/mü;531;Pioltello Limito;114;12/05/1989;4548363035323250,00;9327360033215140,00
10176;Particelle sospese PM2.5;æg/mü;703;Schivenoglia v. Malpasso;NULL;13/12/2006;45016877820755400,00;1107609463264050,00
10109;Biossido di Zolfo;æg/mü;698;Ceneselli v. Moro;13;28/11/2006;4501325676849330,00;11372344948058200,00
6910;PM10 (SM2005);æg/mü;542;Meda v. Gagarin;222;06/02/1998;4566176219189170,00;9156643984551600,00
5605;Biossido di Azoto;æg/mü;602;Melegnano v.Predabissi;83;13/01/2000;4535428575071000,00;9329243424113710,00
5732;Ozono;æg/mü;573;Colico v.La Madoneta;229;06/11/1996;461381409051264,00;9384687247651790,00
5542;Biossido di Azoto;æg/mü;539;Milano v.Liguria;115;24/10/1991;45443857653564900,00;9167944501742680,00
10581;Biossido di Azoto;æg/mü;1274;Perledo P.zza della stazione;212;01/09/2010;4601582830438380,00;9286409208680810,00
5574;Biossido di Azoto;æg/mü;571;Bormio v.Monte Braulio;1225;01/11/1993;4646952397132580,00;10375432759159000,00
6706;Ossidi di Azoto;æg/mü;643;Pavia p.zza Minerva;77;03/03/2002;4518632908049480,00;9146666041286780,00
6927;PM10 (SM2005);æg/mü;574;Lecco v. Amendola;214;12/05/2000;45850191194578500,00;9395577066893220,00
9835;PM10 (SM2005);æg/mü;664;Mantova p.zza Gramsci;18;28/12/2004;45151743379576600,00;1078140770009560,00
9860;Ossidi di Azoto;æg/mü;673;Voghera v.Pozzoni;90;28/07/2005;4499954598914030,00;9008437381815690,00
20493;Ossidi di Azoto;æg/mü;1801;Brescia v.Tartaglia;151;;45542647891822800,00;10211205215118300,00
6218;Ossidi di Azoto;æg/mü;583;Bergamo v.Meucci;249;01/06/1989;4569103740547210,00;9643650579461380,00
9930;Ossidi di Azoto;æg/mü;677;Cremona Via Fatebenefratelli;43;11/04/2006;4514254063221690,00;10043836158369400,00
10270;Ozono;æg/mü;655;Darfo Boario Terme v. De Amicis;221;01/01/2007;4587460210989040,00;1017735680898140,00
10484;PM10 (SM2005);æg/mü;1266;Bertonico v.Moro;65;03/08/2009;4523349364130370,00;9666250375296030,00
10027;PM10 (SM2005);æg/mü;685;Calusco d'Adda v. Caduti sul Lavoro;273;30/06/2006;4569042907854510,00;9484260927647790,00
