IdSensore;NomeTipoSensore;UnitaMisura;Idstazione;NomeStazione;Quota;DataStart;lat;lng
10405;PM10 (SM2005);æg/mü;584;Bergamo v.Garibaldi;249;19/12/2008;4569568034432690,00;966124914606551,00
6956;PM10 (SM2005);æg/mü;528;Milano Verziere;116;01/11/2001;45463346740666500,00;9195324807668860,00
9961;PM10 (SM2005);æg/mü;669;Brescia Villaggio Sereno;70;01/01/2006;45513038818653800,00;1019194188877930,00
5794;Monossido di Carbonio;mg/mü;584;Bergamo v.Garibaldi;249;16/06/1994;4569568034432690,00;966124914606551,00
17295;Ozono;æg/mü;558;Busto Arsizio  Accam;206;26/01/2013;45582894292717700,00;8842165456706070,00
9997;Ozono;æg/mü;682;Ferrera Erbognone ENI;88;21/01/2006;4511350314482960,00;8874064848882610,00
10343;PM10 (SM2005);æg/mü;708;Parona v. della Miseria;112;28/09/2007;45281935610357900,00;8754334594539820,00
17159;Particelle sospese PM2.5;æg/mü;633;Soresina v. Landriani;70;11/10/2012;4528397715446760,00;9863398419993640,00
20441;Ossidi di Azoto;æg/mü;681;Moggio Loc. Penscei;1194;17/03/2007;4591278752030290,00;9497538167653420,00
5599;Biossido di Azoto;æg/mü;596;Osio Sotto v.per Levate;182;06/04/2000;4562055567939560,00;9611737821812370,00
20034;Biossido di Azoto;æg/mü;693;Sannazzaro de' Burgondi v.Traversi;85;16/09/2006;4510276627684140,00;890417452771467,00
6246;Ossidi di Azoto;æg/mü;573;Colico v.La Madoneta;229;06/11/1996;461381409051264,00;9384687247651790,00
6386;Ossidi di Azoto;æg/mü;558;Busto Arsizio  Accam;206;06/12/1998;45582894292717700,00;8842165456706070,00
10038;Biossido di Azoto;æg/mü;687;Ferno v.Di Dio;215;06/11/2006;4561924377994760,00;8756970445453430,00
9872;PM10 (SM2005);æg/mü;673;Voghera v.Pozzoni;90;05/07/2005;4499954598914030,00;9008437381815690,00
6610;Particolato Totale Sospeso;æg/mü;612;Filago v.Fermi;176;01/01/1992;456244564811923,00;9556504350318220,00
6904;Ozono;æg/mü;596;Osio Sotto v.per Levate;182;08/09/2004;4562055567939560,00;9611737821812370,00
10501;PM10 (SM2005);æg/mü;655;Darfo Boario Terme v. De Amicis;221;23/12/2008;4587460210989040,00;1017735680898140,00
6402;Ossidi di Azoto;æg/mü;552;Varese v.Vidoletti;425;23/12/1991;4583690077655550,00;880392612667495,00
9972;Ozono;æg/mü;679;Valmadrera v.Pozzi;247;21/02/2006;45842207261022500,00;9351658166127960,00
9917;Ossidi di Azoto;æg/mü;663;Mantova v.Ariosto;18;05/06/2004;4514526012578900,00;1080332595007930,00
6912;PM10 (SM2005);æg/mü;546;Magenta v. F. Turati;137;25/02/1998;45462415791106600,00;8880210433125570,00
5551;Biossido di Azoto;æg/mü;548;Milano v.Senato;118;21/04/1995;45470499014097,00;9197460360112530,00
5953;Biossido di Azoto;æg/mü;627;Cremona P.zza Cadorna;39;12/12/1997;4513194691285170,00;10015741513336000,00
5577;Biossido di Azoto;æg/mü;574;Lecco v. Amendola;214;17/02/1991;45850191194578500,00;9395577066893220,00
5554;Biossido di Azoto;æg/mü;551;Arconate v. De Gasperi;182;20/01/1999;4554851735741950,00;8847321929216260,00
6832;Ozono;æg/mü;657;Lonato del Garda v.del Marchesino;180;14/03/2004;45463753136210300,00;10480772043571300,00
5717;Ozono;æg/mü;531;Pioltello Limito;114;13/05/1989;4548363035323250,00;9327360033215140,00
10438;Particelle sospese PM2.5;æg/mü;1264;Sondrio v.Paribelli;290;11/11/2008;46167852440665100,00;9879209924469900,00
10013;Particelle sospese PM2.5;æg/mü;576;Merate v. Madonna di Loreto;279;10/09/2006;4569795198970240,00;9406190938686600,00
5989;Benzene;æg/mü;584;Bergamo v.Garibaldi;249;02/08/1997;4569568034432690,00;966124914606551,00
9875;Ossidi di Azoto;æg/mü;674;Monza v.Machiavelli;162;21/10/2005;4558026348442240,00;9273573092713270,00
5517;Biossido di Azoto;æg/mü;514;Rho via Buon Ges—;152;03/10/1991;45523425662003500,00;9044599871111000,00
10586;Particelle sospese PM2.5;æg/mü;677;Cremona Via Fatebenefratelli;43;28/07/2010;4514254063221690,00;10043836158369400,00
5965;Biossido di Azoto;æg/mü;633;Soresina v. Landriani;70;16/10/1999;4528397715446760,00;9863398419993640,00
17037;Benzo(a)pirene;ng/mü;583;Bergamo v.Meucci;249;14/01/2012;4569103740547210,00;9643650579461380,00
17126;Benzene;æg/mü;705;Milano Pascal Citt… Studi;122;13/09/2012;4547899606168740,00;9235491038497500,00
5832;Monossido di Carbonio;mg/mü;514;Rho via Buon Ges—;152;02/10/1991;45523425662003500,00;9044599871111000,00
12577;Particelle sospese PM2.5;æg/mü;627;Cremona P.zza Cadorna;39;01/01/2012;4513194691285170,00;10015741513336000,00
10326;Biossido di Azoto;æg/mü;708;Parona v. della Miseria;112;01/10/2007;45281935610357900,00;8754334594539820,00
10335;PM10 (SM2005);æg/mü;709;Vigevano v.Valletta;109;08/08/2007;45303607869655700,00;8844804609965440,00
6884;Ozono;æg/mü;665;Viadana v. Cavalli;37;01/10/2003;4492469404955070,00;10517502067117800,00
10028;Particelle sospese PM2.5;æg/mü;685;Calusco d'Adda v. Caduti sul Lavoro;273;30/06/2006;4569042907854510,00;9484260927647790,00
6328;Ossidi di Azoto;æg/mü;501;Milano v.Marche;129;18/09/1980;4549631644365100,00;9190933555313620,00
6918;PM10 (SM2005);æg/mü;560;Varese v.Copelli;383;17/07/2003;45816973233263700,00;8820240707158210,00
6813;Biossido di Azoto;æg/mü;656;Gambara v.Parma;47;16/02/1990;4524954362474620,00;10299119496064100,00
10020;Biossido di Zolfo;æg/mü;685;Calusco d'Adda v. Caduti sul Lavoro;273;30/06/2006;4569042907854510,00;9484260927647790,00
5730;Ozono;æg/mü;564;Erba v. Battisti;279;01/01/2009;45808573806923000,00;9221779204488440,00
5719;Ozono;æg/mü;542;Meda v. Gagarin;222;01/11/1995;4566176219189170,00;9156643984551600,00
6220;Ossidi di Azoto;æg/mü;584;Bergamo v.Garibaldi;249;21/06/1994;4569568034432690,00;966124914606551,00
5805;Monossido di Carbonio;mg/mü;574;Lecco v. Amendola;214;17/02/1991;45850191194578500,00;9395577066893220,00
12688;Benzo(a)pirene;ng/mü;633;Soresina v. Landriani;70;02/04/2008;4528397715446760,00;9863398419993640,00
10432;Biossido di Azoto;æg/mü;1264;Sondrio v.Paribelli;290;04/01/2009;46167852440665100,00;9879209924469900,00
6784;Ossidi di Azoto;æg/mü;652;Brescia v.Turati;154;01/10/1999;45539529434956000,00;10231785907477200,00
10074;Biossido di Azoto;æg/mü;694;Salionze v. Campagna Rossa;109;30/11/2006;4540331375821290,00;1072659797077940,00
20041;Ozono;æg/mü;670;Mantova S.Agnese;22;13/12/2013;4516056833010580,00;1079556411370790,00
9899;Ozono;æg/mü;609;Casirate d'Adda v. Cimitero;108;01/12/2005;4549822713394490,00;9556232262351760,00
30166;Benzene;æg/mü;652;Brescia v.Turati;154;01/01/2016;45539529434956000,00;10231785907477200,00
9927;PM10 (SM2005);æg/mü;677;Cremona Via Fatebenefratelli;43;08/04/2006;4514254063221690,00;10043836158369400,00
10037;Ossidi di Azoto;æg/mü;687;Ferno v.Di Dio;215;06/11/2006;4561924377994760,00;8756970445453430,00
30159;Ossidi di Azoto;æg/mü;655;Darfo Boario Terme v. De Amicis;221;23/01/2013;4587460210989040,00;1017735680898140,00
6926;PM10 (SM2005);æg/mü;572;Morbegno v.Cortivacci;262;14/12/1999;46132282960003700,00;9566179893984470,00
6260;Ossidi di Azoto;æg/mü;607;Abbadia Cerreto v. Fanfulla;64;13/01/2000;45309502269282300,00;9585790416120410,00
11041;Biossido di Zolfo;æg/mü;674;Monza v.Machiavelli;162;10/02/2011;4558026348442240,00;9273573092713270,00
5631;Biossido di Zolfo;æg/mü;546;Magenta v. F. Turati;137;22/04/1995;45462415791106600,00;8880210433125570,00
5630;Biossido di Zolfo;æg/mü;531;Pioltello Limito;114;07/05/1989;4548363035323250,00;9327360033215140,00
5531;Biossido di Azoto;æg/mü;528;Milano Verziere;116;24/11/1988;45463346740666500,00;9195324807668860,00
5607;Biossido di Azoto;æg/mü;604;Tavazzano con Villavesco v.Cascina Bagnolo;85;13/01/2000;4533036100181230,00;9414644726627260,00
10259;Benzene;æg/mü;569;Sondrio v.Mazzini;307;19/09/2006;4616796681227830,00;987014407497457,00
10016;Biossido di Zolfo;æg/mü;664;Mantova p.zza Gramsci;18;30/10/2006;45151743379576600,00;1078140770009560,00
29041;Benzene;æg/mü;561;Como v.Cattaneo;202;;4581504286011290,00;906697137484454,00
6945;PM10 (SM2005);æg/mü;633;Soresina v. Landriani;70;04/02/2000;4528397715446760,00;9863398419993640,00
9920;Ossidi di Azoto;æg/mü;665;Viadana v. Cavalli;37;15/06/2004;4492469404955070,00;10517502067117800,00
5564;Biossido di Azoto;æg/mü;561;Como v.Cattaneo;202;17/02/1991;4581504286011290,00;906697137484454,00
6958;PM10 (SM2005);æg/mü;569;Sondrio v.Mazzini;307;08/12/1999;4616796681227830,00;987014407497457,00
10396;Particelle sospese PM2.5;æg/mü;674;Monza v.Machiavelli;162;19/12/2008;4558026348442240,00;9273573092713270,00
6951;PM10 (SM2005);æg/mü;649;Brescia v.Broletto;149;23/09/2000;45540057846971400,00;10222818449274200,00
6908;PM10 (SM2005);æg/mü;531;Pioltello Limito;114;21/02/1998;4548363035323250,00;9327360033215140,00
10085;Particelle sospese PM2.5;æg/mü;695;Ponti sul Mincio v.San Martino;113;12/01/2007;4541277169168630,00;10683357343786800,00
10036;Benzene;æg/mü;673;Voghera v.Pozzoni;90;28/07/2005;4499954598914030,00;9008437381815690,00
9995;Monossido di Carbonio;mg/mü;682;Ferrera Erbognone ENI;88;21/01/2006;4511350314482960,00;8874064848882610,00
6845;Ossidi di Azoto;æg/mü;659;Odolo v.Praes;349;08/10/1990;4564604963372520,00;1038929530279200,00
6870;Benzene;æg/mü;663;Mantova v.Ariosto;18;01/01/2003;4514526012578900,00;1080332595007930,00
6234;Ossidi di Azoto;æg/mü;564;Erba v. Battisti;279;13/06/2009;45808573806923000,00;9221779204488440,00
10279;Biossido di Azoto;æg/mü;705;Milano Pascal Citt… Studi;122;16/06/2007;4547899606168740,00;9235491038497500,00
30158;Particelle sospese PM2.5;æg/mü;649;Brescia v.Broletto;149;13/12/2013;45540057846971400,00;10222818449274200,00
5739;Ozono;æg/mü;571;Bormio v.Monte Braulio;1225;29/05/1996;4646952397132580,00;10375432759159000,00
6859;Biossido di Azoto;æg/mü;661;Rezzato v.De Gasperi;147;05/08/1992;4551570829484460,00;10336240422996500,00
10095;Ossidi di Azoto;æg/mü;697;Borgofranco sul Po loc. Bonizzo;14;29/11/2006;4504650153816730,00;1118093581912750,00
6781;Biossido di Azoto;æg/mü;652;Brescia v.Turati;154;13/01/1999;45539529434956000,00;10231785907477200,00
5547;Biossido di Azoto;æg/mü;544;Cormano v. Edison;153;24/10/1994;45551041944372400,00;9162613653151320,00
6419;Ossidi di Azoto;æg/mü;629;Crema v.XI febbraio;79;01/01/2002;45366309078194300,00;9703945513613170,00
10081;Ozono;æg/mü;695;Ponti sul Mincio v.San Martino;113;06/02/2007;4541277169168630,00;10683357343786800,00
20487;Monossido di Carbonio;mg/mü;695;Ponti sul Mincio v.San Martino;113;01/06/2021;4541277169168630,00;10683357343786800,00
6204;Ossidi di Azoto;æg/mü;592;Treviglio p.zza Insurrezione;191;02/06/1991;4551933498138720,00;9592009994888420,00
5609;Biossido di Azoto;æg/mü;606;San Giuliano Milanese via Milano;97;13/01/2000;4539619462552720,00;9282700075557840,00
10167;Biossido di Azoto;æg/mü;703;Schivenoglia v. Malpasso;NULL;29/11/2006;45016877820755400,00;1107609463264050,00
10018;Benzene;æg/mü;685;Calusco d'Adda v. Caduti sul Lavoro;273;30/06/2006;4569042907854510,00;9484260927647790,00
12611;Benzo(a)pirene;ng/mü;546;Magenta v. F. Turati;137;15/04/2008;45462415791106600,00;8880210433125570,00
9965;PM10 (SM2005);æg/mü;609;Casirate d'Adda v. Cimitero;108;01/01/2006;4549822713394490,00;9556232262351760,00
6057;Benzene;æg/mü;548;Milano v.Senato;118;01/01/1999;45470499014097,00;9197460360112530,00
10580;Biossido di Zolfo;æg/mü;627;Cremona P.zza Cadorna;39;01/09/2010;4513194691285170,00;10015741513336000,00
10041;Ozono;æg/mü;687;Ferno v.Di Dio;215;06/11/2006;4561924377994760,00;8756970445453430,00
6230;Ossidi di Azoto;æg/mü;565;Cant— v.Meucci;369;01/07/1994;4573083672267430,00;9125734327022930,00
6364;Ossidi di Azoto;æg/mü;517;Turbigo vicolo dello sport;141;11/01/1990;4552655086994250,00;8736496578379210,00
6338;Ossidi di Azoto;æg/mü;545;Motta Visconti v. De Gasperi;100;17/03/1998;45281956197427800,00;8988562726793250,00
6374;Ossidi di Azoto;æg/mü;571;Bormio v.Monte Braulio;1225;01/11/1993;4646952397132580,00;10375432759159000,00
5725;Ozono;æg/mü;528;Milano Verziere;116;20/09/1988;45463346740666500,00;9195324807668860,00
10019;Biossido di Azoto;æg/mü;685;Calusco d'Adda v. Caduti sul Lavoro;273;30/06/2006;4569042907854510,00;9484260927647790,00
20401;Benzene;æg/mü;571;Bormio v.Monte Braulio;1225;21/02/2017;4646952397132580,00;10375432759159000,00
12605;Benzo(a)pirene;ng/mü;655;Darfo Boario Terme v. De Amicis;221;17/04/2008;4587460210989040,00;1017735680898140,00
30163;Biossido di Azoto;æg/mü;669;Brescia Villaggio Sereno;70;13/12/2013;45513038818653800,00;1019194188877930,00
17162;Particelle sospese PM2.5;æg/mü;681;Moggio Loc. Penscei;1194;20/10/2012;4591278752030290,00;9497538167653420,00
5652;Biossido di Zolfo;æg/mü;558;Busto Arsizio  Accam;206;06/12/1998;45582894292717700,00;8842165456706070,00
6354;Ossidi di Azoto;æg/mü;548;Milano v.Senato;118;21/04/1995;45470499014097,00;9197460360112530,00
12676;Benzo(a)pirene;ng/mü;1264;Sondrio v.Paribelli;290;22/04/2008;46167852440665100,00;9879209924469900,00
6939;PM10 (SM2005);æg/mü;600;Lodi v.Vignati;80;05/12/2000;4530601298752380,00;948526286320174,00
10584;Ozono;æg/mü;1274;Perledo P.zza della stazione;212;01/09/2010;4601582830438380,00;9286409208680810,00
6665;Ozono;æg/mü;565;Cant— v.Meucci;369;17/01/2005;4573083672267430,00;9125734327022930,00
9991;Ozono;æg/mü;681;Moggio Loc. Penscei;1194;12/07/2006;4591278752030290,00;9497538167653420,00
17286;Biossido di Azoto;æg/mü;1374;Monza Parco;181;01/05/2013;4560123219955140,00;927507265782848,00
17290;PM10 (SM2005);æg/mü;1374;Monza Parco;181;15/02/2013;4560123219955140,00;927507265782848,00
17285;Ossidi di Azoto;æg/mü;1374;Monza Parco;181;01/05/2013;4560123219955140,00;927507265782848,00
17288;Ozono;æg/mü;1374;Monza Parco;181;09/02/2013;4560123219955140,00;927507265782848,00
12029;Particelle sospese PM2.5;æg/mü;706;Lecco v.Sora;272;31/12/2000;4586374884127960,00;9399950344681850,00
10035;Benzene;æg/mü;672;Cornale v.Libert…;74;02/02/2006;4504007657202960,00;8914144599002410,00
5721;Ozono;æg/mü;545;Motta Visconti v. De Gasperi;100;17/03/1998;45281956197427800,00;8988562726793250,00
5847;Monossido di Carbonio;mg/mü;558;Busto Arsizio  Accam;206;06/12/1998;45582894292717700,00;8842165456706070,00
6408;Ossidi di Azoto;æg/mü;626;Corte de' Cortesi con Cignone v. Villa Strada Forca;57;01/01/2002;4527848755478840,00;10006202391204300,00
6877;Biossido di Azoto;æg/mü;664;Mantova p.zza Gramsci;18;08/06/2004;45151743379576600,00;1078140770009560,00
6954;PM10 (SM2005);æg/mü;661;Rezzato v.De Gasperi;147;27/01/1997;4551570829484460,00;10336240422996500,00
9880;Monossido di Carbonio;mg/mü;674;Monza v.Machiavelli;162;21/10/2005;4558026348442240,00;9273573092713270,00
9740;PM10 (SM2005);æg/mü;604;Tavazzano con Villavesco v.Cascina Bagnolo;85;05/04/2005;4533036100181230,00;9414644726627260,00
10437;Ozono;æg/mü;1264;Sondrio v.Paribelli;290;04/01/2009;46167852440665100,00;9879209924469900,00
10457;Ossidi di Azoto;æg/mü;1266;Bertonico v.Moro;65;03/08/2009;4523349364130370,00;9666250375296030,00
5586;Biossido di Azoto;æg/mü;583;Bergamo v.Meucci;249;01/06/1989;4569103740547210,00;9643650579461380,00
5952;Ozono;æg/mü;626;Corte de' Cortesi con Cignone v. Villa Strada Forca;57;17/05/1996;4527848755478840,00;10006202391204300,00
9804;Ossidi di Azoto;æg/mü;670;Mantova S.Agnese;22;23/04/2006;4516056833010580,00;1079556411370790,00
9877;Biossido di Azoto;æg/mü;674;Monza v.Machiavelli;162;21/10/2005;4558026348442240,00;9273573092713270,00
12574;Particelle sospese PM2.5;æg/mü;693;Sannazzaro de' Burgondi v.Traversi;85;07/01/2013;4510276627684140,00;890417452771467,00
10327;Biossido di Zolfo;æg/mü;708;Parona v. della Miseria;112;15/08/2007;45281935610357900,00;8754334594539820,00
6288;Ossidi di Azoto;æg/mü;551;Arconate v. De Gasperi;182;20/01/1999;4554851735741950,00;8847321929216260,00
6382;Ossidi di Azoto;æg/mü;569;Sondrio v.Mazzini;307;01/11/1993;4616796681227830,00;987014407497457,00
5797;Monossido di Carbonio;mg/mü;565;Cant— v.Meucci;369;04/10/1993;4573083672267430,00;9125734327022930,00
5677;Biossido di Zolfo;æg/mü;564;Erba v. Battisti;279;13/06/2009;45808573806923000,00;9221779204488440,00
20005;BlackCarbon;æg/mü;548;Milano v.Senato;118;30/09/2013;45470499014097,00;9197460360112530,00
5844;Monossido di Carbonio;mg/mü;572;Morbegno v.Cortivacci;262;13/01/1999;46132282960003700,00;9566179893984470,00
9888;Monossido di Carbonio;mg/mü;583;Bergamo v.Meucci;249;11/03/2005;4569103740547210,00;9643650579461380,00
5807;Monossido di Carbonio;mg/mü;576;Merate v. Madonna di Loreto;279;24/12/1991;4569795198970240,00;9406190938686600,00
5662;Biossido di Zolfo;æg/mü;592;Treviglio p.zza Insurrezione;191;02/06/1991;4551933498138720,00;9592009994888420,00
